customer_id,first_name,last_name,email,segment,industry,country,acquisition_channel,created_at,is_active
CUST00055,Linda,Pierce,dawnwright@example.net,Enterprise,Education,FR,Email Referral,2023-10-05,True
CUST00056,Daniel,King,stevensmith@example.org,Mid-Market,Manufacturing,US,Direct,2023-12-19,True
CUST00057,Karen,Williams,russellmelissa@example.com,SMB,Finance,FR,Webinar,2023-12-29,True
CUST00058,Lindsey,Schmidt,vjones@example.com,Mid-Market,Finance,NL,Paid Search,2024-08-19,True
CUST00059,George,Gardner,martinmichael@example.com,SMB,Retail,AU,Event,2024-05-26,False
CUST00060,Bradley,Mullins,kyliejones@example.com,Enterprise,Retail,UK,Organic Search,2023-12-15,True
CUST00061,Amber,Brown,lopezchelsea@example.com,SMB,Healthcare,AU,Organic Search,2023-09-25,False
CUST00062,Miranda,Walter,mccarthyshannon@example.org,SMB,Finance,DE,Email Referral,2023-07-22,False
CUST00063,Greg,Johnson,alicia45@example.net,SMB,Manufacturing,US,Webinar,2024-02-10,False
CUST00064,Jackson,Salazar,gerald47@example.com,SMB,Education,UK,Paid Search,2024-05-17,True
CUST00065,Gary,Middleton,howellarthur@example.com,Enterprise,Education,DE,Paid Social,2024-12-20,True
CUST00066,Chase,Schroeder,kimberlyblack@example.org,Mid-Market,Education,AU,Paid Search,2024-11-29,True
CUST00067,Ryan,Sexton,michael95@example.org,SMB,Manufacturing,SE,Paid Social,2026-02-27,False
CUST00068,Marie,Fernandez,qjackson@example.org,Enterprise,Technology,NL,Event,2024-11-30,True
CUST00069,Teresa,Harding,xholloway@example.com,Enterprise,Finance,DE,Webinar,2024-03-17,False
CUST00070,James,Pratt,xcombs@example.org,Mid-Market,Education,SE,Direct,2026-02-18,True
CUST00071,Tara,Russell,vgonzalez@example.org,Enterprise,Technology,UK,Webinar,2026-02-23,False
CUST00072,Zachary,Stuart,harrisonbilly@example.org,Enterprise,Finance,DE,Email Referral,2024-03-28,True
CUST00073,Maria,Middleton,charlene50@example.com,SMB,Finance,US,Paid Social,2025-01-02,True
CUST00074,Allison,Miller,russellmark@example.net,Mid-Market,Education,UK,Paid Social,2025-04-05,True
CUST00075,Kristi,Ortiz,ajohnson@example.org,Consumer,Manufacturing,DE,Paid Search,2025-11-13,False
CUST00076,Erik,Miller,natalieclarke@example.net,Mid-Market,Retail,US,Paid Search,2025-12-18,True
CUST00077,Jerry,Macdonald,ucruz@example.com,SMB,Retail,FR,Paid Social,2023-09-27,True
CUST00078,Julie,Coffey,walshrick@example.org,Enterprise,Retail,US,Event,2024-02-15,True
CUST00079,Anthony,Smith,brenda70@example.net,Mid-Market,Retail,AU,Paid Social,2024-04-11,False
CUST00080,Alice,Hardy,anthonymckay@example.net,Mid-Market,Healthcare,US,Webinar,2023-07-01,True
CUST00081,Robert,Morris,acevedoruben@example.net,SMB,Finance,UK,Event,2024-04-04,True
CUST00082,Hayley,Campbell,josephshannon@example.net,Consumer,Education,AU,Organic Search,2024-10-29,True
CUST00083,Ian,Chavez,andrew93@example.net,SMB,Healthcare,CA,Organic Search,2025-08-02,True
CUST00084,Nicole,Jimenez,wendy33@example.net,Consumer,Finance,AU,Email Referral,2023-06-05,True
CUST00085,Kevin,Fitzgerald,jortega@example.net,Enterprise,Retail,FR,Paid Social,2026-04-01,True
CUST00086,Heather,Burton,martincaroline@example.com,Consumer,Technology,FR,Paid Social,2024-01-09,True
CUST00087,Carmen,Jones,theodore83@example.net,SMB,Manufacturing,AU,Webinar,2025-01-14,False
CUST00088,Michael,Wood,swansonmarco@example.com,SMB,Manufacturing,CA,Webinar,2023-12-21,True
CUST00089,Shannon,Bauer,roberta67@example.net,Consumer,Education,CA,Direct,2023-07-25,True
CUST00090,Rhonda,Hernandez,whitakergregory@example.com,Consumer,Education,NL,Webinar,2024-04-23,True
CUST00091,Shannon,Meyer,mistylopez@example.org,Mid-Market,Manufacturing,CA,Email Referral,2023-09-29,True
CUST00092,Susan,Wilson,joseph97@example.net,Enterprise,Finance,CA,Paid Search,2023-09-15,True
CUST00093,Gregory,Lin,oallen@example.com,SMB,Retail,SE,Email Referral,2025-08-25,True
CUST00094,Eric,Fletcher,nelsonjennifer@example.com,Consumer,Education,DE,Webinar,2025-07-24,True
CUST00095,Mary,Ruiz,danielsashley@example.net,SMB,Technology,FR,Webinar,2025-07-21,True
CUST00096,Brittany,Sims,steinrandall@example.org,Mid-Market,Healthcare,US,Organic Search,2024-12-22,True
CUST00097,Linda,Rangel,josephlandry@example.net,Consumer,Manufacturing,UK,Email Referral,2023-07-03,True
CUST00098,Jesse,Carter,masonwiley@example.org,Mid-Market,Education,NL,Email Referral,2026-01-17,True
CUST00099,Jeremiah,Singleton,christine89@example.com,Mid-Market,Education,US,Event,2026-03-12,False
CUST00100,Susan,Barrett,danny40@example.net,Enterprise,Retail,FR,Paid Search,2024-05-19,False
CUST00101,Hailey,Johnson,kryan@example.org,Consumer,Technology,FR,Event,2024-03-07,True
CUST00102,David,Dunn,jennifer12@example.org,Mid-Market,Retail,AU,Event,2025-09-15,False
CUST00103,Bryan,Hoffman,qscott@example.org,Consumer,Manufacturing,SE,Paid Search,2025-11-07,True
CUST00104,Jeffrey,Kennedy,michaeloneill@example.net,Consumer,Retail,CA,Event,2025-01-30,True
CUST00105,Robert,Hansen,karenbowen@example.org,SMB,Manufacturing,SE,Webinar,2024-03-21,True
CUST00106,Elizabeth,Henderson,todd20@example.com,Consumer,Technology,CA,Paid Search,2024-06-19,True
CUST00107,Chelsey,Solis,handerson@example.com,SMB,Manufacturing,UK,Paid Search,2023-12-04,True
CUST00108,Carmen,Oliver,johngutierrez@example.org,Consumer,Education,DE,Webinar,2026-02-17,True
CUST00109,Dean,Shaw,kdavis@example.net,Consumer,Retail,AU,Direct,2026-01-17,True
CUST00110,Katie,Walls,wjohnson@example.com,Enterprise,Healthcare,NL,Email Referral,2024-08-07,False
CUST00111,Crystal,Sloan,anthony63@example.com,Enterprise,Manufacturing,NL,Email Referral,2024-07-10,True
CUST00112,Shannon,Suarez,sherryparker@example.net,SMB,Finance,NL,Event,2025-05-19,False
CUST00113,Robert,Barrett,jeffreynielsen@example.com,Consumer,Manufacturing,FR,Email Referral,2025-12-15,True
CUST00114,Hunter,Larson,kellykelly@example.net,Consumer,Retail,US,Email Referral,2026-02-15,True
CUST00115,Breanna,Mendoza,lbeck@example.com,Consumer,Education,DE,Event,2025-10-20,True
CUST00116,Erin,Mcdaniel,owebb@example.net,Mid-Market,Manufacturing,US,Email Referral,2024-10-30,True
CUST00117,Heather,Turner,schroederjohn@example.com,Enterprise,Technology,NL,Paid Search,2025-03-06,False
CUST00118,Robert,Sanchez,dstewart@example.org,Mid-Market,Technology,CA,Email Referral,2025-05-11,True
CUST00119,Michael,Jones,jessica15@example.org,Consumer,Finance,AU,Event,2024-01-10,False
CUST00120,Clifford,Jones,thomas68@example.org,SMB,Retail,CA,Event,2024-06-03,True
CUST00121,Tiffany,Moore,manuelwest@example.com,Enterprise,Education,US,Paid Social,2023-06-12,True
CUST00122,Courtney,Patel,michael86@example.org,Enterprise,Education,US,Event,2025-04-22,True
CUST00123,Karina,White,thomas95@example.org,Mid-Market,Healthcare,US,Direct,2025-03-09,True
CUST00124,John,Walker,nicholsonlarry@example.org,Mid-Market,Retail,UK,Direct,2024-05-17,False
CUST00125,Dennis,Mcclure,susanscott@example.net,Consumer,Education,CA,Event,2025-09-14,True
CUST00126,Anthony,Bass,victoria70@example.net,Enterprise,Healthcare,CA,Organic Search,2025-01-18,True
CUST00127,Dana,Rangel,ogreen@example.net,SMB,Manufacturing,NL,Email Referral,2025-07-24,False
CUST00128,Alicia,Miller,jodiphillips@example.net,Mid-Market,Technology,FR,Organic Search,2024-11-14,True
CUST00129,Robert,Bell,christophergraham@example.com,SMB,Education,UK,Event,2024-12-23,False
CUST00130,Betty,Mathis,bookershane@example.com,Enterprise,Finance,NL,Webinar,2024-12-13,True
CUST00131,Timothy,Holmes,cwells@example.org,SMB,Technology,NL,Event,2023-09-06,True
CUST00132,Shannon,Good,ustephens@example.com,Consumer,Finance,SE,Webinar,2025-09-18,True
CUST00133,Joseph,Dixon,sarabates@example.net,Mid-Market,Education,CA,Direct,2025-08-11,False
CUST00134,Ashley,Ferguson,morrisonanthony@example.net,Consumer,Retail,NL,Event,2023-10-04,True
CUST00135,Raymond,Flores,raymondwhite@example.com,SMB,Finance,FR,Event,2024-10-26,False
CUST00136,Danny,Fletcher,anthonychen@example.org,SMB,Retail,FR,Event,2026-03-24,True
CUST00137,Zachary,Soto,pereztroy@example.com,Consumer,Finance,US,Email Referral,2026-01-11,False
CUST00138,Ryan,Mckinney,rhartman@example.org,Mid-Market,Retail,FR,Paid Social,2025-05-02,True
CUST00139,Ryan,Andrade,martinsusan@example.org,SMB,Finance,CA,Direct,2025-09-21,True
CUST00140,Erin,Shepherd,tracy46@example.org,Mid-Market,Technology,FR,Webinar,2025-12-20,True
CUST00141,Joseph,Johnson,austin95@example.net,Mid-Market,Education,SE,Webinar,2025-11-30,True
CUST00142,Melissa,Silva,anitabell@example.com,Consumer,Technology,UK,Paid Social,2023-10-18,True
CUST00143,Ashley,Lee,brandon89@example.org,Mid-Market,Finance,AU,Email Referral,2024-10-16,True
CUST00144,Carlos,Parker,velasquezchristopher@example.org,SMB,Retail,AU,Paid Social,2026-04-07,True
CUST00145,Amanda,Oliver,stacey59@example.net,SMB,Finance,CA,Paid Search,2024-07-20,True
CUST00146,Robin,Juarez,pricenicholas@example.org,Mid-Market,Finance,UK,Webinar,2024-01-13,True
CUST00147,Brad,Harris,michaelsmith@example.net,Mid-Market,Healthcare,FR,Webinar,2026-02-06,True
CUST00148,April,Ramsey,christiantammy@example.net,SMB,Technology,FR,Paid Social,2024-08-07,True
CUST00149,Gregory,Hester,reynoldsdaniel@example.com,Mid-Market,Finance,US,Webinar,2024-07-01,True
CUST00150,Alyssa,Harvey,ashley92@example.net,SMB,Technology,US,Direct,2025-03-04,True
CUST00151,Eric,Wilson,smithjohnny@example.com,Mid-Market,Education,SE,Organic Search,2025-04-20,False
CUST00152,Billy,Perry,craigwilliams@example.org,SMB,Retail,SE,Email Referral,2024-02-15,True
CUST00153,Erica,Jenkins,melissa47@example.net,Enterprise,Finance,SE,Organic Search,2024-09-08,False
CUST00154,Robert,West,mvincent@example.net,Consumer,Retail,UK,Direct,2024-02-09,True
CUST00155,Dawn,Spencer,jyates@example.com,Enterprise,Healthcare,DE,Event,2025-02-24,True
CUST00156,Brenda,Stewart,perezgavin@example.org,SMB,Technology,FR,Organic Search,2024-09-28,True
CUST00157,Jennifer,Frye,pyoung@example.com,Consumer,Manufacturing,FR,Event,2024-08-05,True
CUST00158,Monica,Flores,chapmanlaura@example.net,Consumer,Retail,CA,Event,2024-04-25,True
CUST00159,Paul,Lopez,catherine88@example.org,Consumer,Finance,US,Direct,2023-05-11,False
CUST00160,Jessica,Hernandez,zthompson@example.net,Enterprise,Healthcare,FR,Paid Social,2024-06-22,True
CUST00161,Elizabeth,Owens,johnfranklin@example.org,Mid-Market,Healthcare,DE,Direct,2023-10-03,True
CUST00162,Jason,Anderson,tracysimmons@example.net,Enterprise,Retail,SE,Webinar,2025-08-03,True
CUST00163,Natalie,Cochran,wandasimpson@example.org,SMB,Technology,FR,Paid Social,2025-01-02,True
CUST00164,Michael,Jones,sodonnell@example.com,Consumer,Technology,FR,Paid Social,2023-06-03,True
CUST00165,David,Patel,levyjennifer@example.net,Mid-Market,Retail,UK,Direct,2024-10-17,True
CUST00166,Melissa,Garza,gibsonlinda@example.com,Mid-Market,Finance,DE,Organic Search,2024-08-02,True
CUST00167,Sarah,Carter,lauren31@example.org,SMB,Manufacturing,CA,Email Referral,2025-10-07,True
CUST00168,Tonya,Mcdaniel,fergusonrebecca@example.com,SMB,Education,NL,Paid Social,2023-10-28,True
CUST00169,Samantha,Townsend,stacy43@example.org,Consumer,Retail,UK,Direct,2024-05-06,True
CUST00170,Elizabeth,Benitez,matthewjackson@example.com,Consumer,Education,AU,Direct,2025-11-11,True
CUST00171,Jonathan,Gray,millerkathy@example.com,Enterprise,Healthcare,US,Event,2025-08-04,True
CUST00172,Daniel,Morrison,taylorsusan@example.com,SMB,Manufacturing,US,Event,2023-12-18,True
CUST00173,Paul,Jones,sheila11@example.net,Consumer,Manufacturing,SE,Paid Social,2025-11-08,True
CUST00174,Meghan,Lopez,turneraaron@example.com,Consumer,Education,SE,Organic Search,2023-10-06,True
CUST00175,Meghan,Wright,williamsdenise@example.net,Consumer,Finance,AU,Webinar,2024-12-29,True
CUST00176,Tammy,Torres,thomasdaniels@example.net,Mid-Market,Finance,NL,Webinar,2024-03-02,True
CUST00177,Dustin,Moody,lowerygina@example.com,Consumer,Manufacturing,US,Email Referral,2024-07-04,True
CUST00178,Hannah,Pratt,anitasalas@example.net,SMB,Finance,UK,Event,2023-08-14,True
CUST00179,Victor,Stark,jberry@example.net,Enterprise,Education,SE,Email Referral,2025-10-12,True
CUST00180,Todd,Jackson,jonesmichael@example.org,SMB,Manufacturing,SE,Webinar,2024-11-04,True
CUST00181,Mark,Spencer,vwhite@example.com,Enterprise,Healthcare,CA,Direct,2025-07-31,True
CUST00182,Rachel,Dickerson,sandersmark@example.net,SMB,Retail,SE,Organic Search,2025-02-13,True
CUST00183,Michael,Williams,palmerjoshua@example.net,Mid-Market,Education,DE,Paid Social,2025-09-11,True
CUST00184,Michael,Stewart,hclark@example.com,Consumer,Technology,FR,Event,2024-02-26,False
CUST00185,Adam,Ramirez,wmitchell@example.com,Consumer,Technology,DE,Email Referral,2023-12-08,False
CUST00186,Hannah,Sellers,darlene16@example.net,SMB,Manufacturing,CA,Email Referral,2024-01-05,False
CUST00187,Marcia,Mccarthy,dhatfield@example.org,Consumer,Healthcare,SE,Direct,2024-01-12,True
CUST00188,Jacob,Larsen,ccook@example.net,Mid-Market,Manufacturing,DE,Event,2023-06-07,True
CUST00189,Mark,Ferrell,leonardmiguel@example.org,Consumer,Finance,CA,Event,2024-04-28,True
CUST00190,Glen,Nelson,omcbride@example.com,SMB,Manufacturing,SE,Event,2025-08-30,True
CUST00191,Craig,Marshall,cole16@example.org,Consumer,Finance,AU,Direct,2025-04-01,True
CUST00192,Emily,Thomas,michael38@example.org,Consumer,Retail,AU,Event,2025-07-14,True
CUST00193,Stacy,Brown,adrienneortega@example.org,Mid-Market,Manufacturing,NL,Paid Search,2024-04-07,False
CUST00194,Michelle,Ross,kimberly61@example.org,Consumer,Technology,AU,Webinar,2025-10-11,True
CUST00195,James,Alvarez,ortegaelizabeth@example.net,Consumer,Retail,DE,Email Referral,2023-04-25,False
CUST00196,Gregory,Meadows,kristenjones@example.com,Mid-Market,Manufacturing,AU,Event,2023-05-11,True
CUST00197,Christopher,Green,rmooney@example.net,Consumer,Technology,SE,Organic Search,2024-11-02,True
CUST00198,Ashley,Bennett,milesrichard@example.org,Consumer,Education,DE,Organic Search,2025-07-25,True
CUST00199,Alexis,Mendoza,fowlerpatricia@example.com,SMB,Finance,NL,Webinar,2024-10-01,True
CUST00200,John,Lewis,ryansolomon@example.net,SMB,Education,NL,Paid Social,2024-02-06,True
CUST00201,Matthew,Garrett,cassandra58@example.net,Consumer,Manufacturing,US,Direct,2026-02-16,True
CUST00202,Victoria,Aguirre,michael15@example.org,SMB,Healthcare,UK,Email Referral,2025-05-27,False
CUST00203,Jeremy,Cooper,molinastacie@example.net,Enterprise,Retail,DE,Webinar,2026-01-23,True
CUST00204,Jasmine,Dillon,rebeccawright@example.org,Enterprise,Technology,AU,Event,2023-05-29,True
CUST00205,Karen,Young,rachel45@example.org,SMB,Finance,NL,Paid Search,2024-05-05,True
CUST00206,Laura,Reed,browndouglas@example.com,Consumer,Manufacturing,DE,Paid Search,2025-08-10,True
CUST00207,Robert,Reyes,wesleyjordan@example.com,Consumer,Manufacturing,FR,Email Referral,2023-12-25,False
CUST00208,Troy,Fisher,miranda17@example.com,Mid-Market,Healthcare,SE,Webinar,2023-08-24,True
CUST00209,Jonathan,Turner,nclay@example.com,SMB,Education,US,Event,2024-11-28,True
CUST00210,Joseph,English,cordovajulie@example.com,SMB,Education,DE,Organic Search,2025-02-07,True
CUST00211,Angie,Garner,roblestaylor@example.org,SMB,Manufacturing,CA,Webinar,2025-05-16,False
CUST00212,Kenneth,Carroll,linbrooke@example.com,SMB,Retail,CA,Paid Search,2025-10-09,False
CUST00213,Dylan,Taylor,charlesbowers@example.net,Consumer,Technology,FR,Email Referral,2023-11-16,True
CUST00214,Andrew,Smith,juliebell@example.net,SMB,Education,CA,Organic Search,2024-07-27,False
CUST00215,Tracy,Mendoza,qjones@example.net,Consumer,Finance,US,Direct,2024-08-12,False
CUST00216,Danielle,Hernandez,ifox@example.net,Enterprise,Manufacturing,SE,Event,2023-07-12,False
CUST00217,Amy,Wolfe,virginia12@example.net,SMB,Healthcare,AU,Paid Search,2024-08-10,True
CUST00218,Christy,Newman,agordon@example.org,SMB,Education,DE,Webinar,2024-08-31,True
CUST00219,Thomas,Hernandez,sflores@example.com,Enterprise,Finance,SE,Organic Search,2023-06-26,True
CUST00220,Ashley,Cook,brian49@example.com,Mid-Market,Technology,CA,Paid Social,2024-11-05,True
CUST00221,Paul,Ochoa,cindy18@example.com,Mid-Market,Healthcare,DE,Event,2025-05-30,True
CUST00222,Cassie,Smith,caldwellkenneth@example.org,SMB,Manufacturing,CA,Event,2025-07-11,True
CUST00223,Miguel,Baldwin,morriskelli@example.net,Consumer,Finance,AU,Event,2025-11-24,True
CUST00224,Kristi,Ramos,douglas35@example.org,Enterprise,Healthcare,FR,Event,2024-03-25,True
CUST00225,Whitney,Adams,walkeremily@example.net,Consumer,Manufacturing,AU,Organic Search,2024-05-16,True
CUST00226,Kyle,Burns,hfowler@example.com,Enterprise,Finance,UK,Email Referral,2025-10-24,True
CUST00227,Sarah,Lewis,sandra78@example.org,SMB,Manufacturing,NL,Event,2025-08-30,True
CUST00228,David,Williams,frostkathleen@example.org,SMB,Technology,FR,Email Referral,2025-03-25,True
CUST00229,Andrea,Lane,aarondalton@example.org,SMB,Manufacturing,FR,Webinar,2025-05-28,True
CUST00230,Danielle,Lewis,jessicaramirez@example.net,Consumer,Education,CA,Webinar,2025-05-10,True
CUST00231,Steven,Blake,johnsonamber@example.com,Mid-Market,Technology,US,Paid Social,2025-01-17,False
CUST00232,David,Haynes,frederickhull@example.net,Enterprise,Technology,FR,Direct,2023-09-20,True
CUST00233,William,Ross,parkerkelley@example.org,Consumer,Finance,NL,Direct,2024-01-03,True
CUST00234,Jeffrey,Watson,johnsondavid@example.net,Mid-Market,Retail,UK,Event,2025-04-24,True
CUST00235,Sara,Walter,elizabethcarpenter@example.org,Consumer,Finance,US,Webinar,2025-08-27,True
CUST00236,Michelle,Munoz,qhunt@example.com,Consumer,Retail,FR,Event,2024-10-19,True
CUST00237,Anthony,Lutz,antoniojohnson@example.net,SMB,Manufacturing,AU,Organic Search,2026-01-02,True
CUST00238,Tyler,Brown,ayoung@example.org,Mid-Market,Technology,SE,Organic Search,2024-04-29,True
CUST00239,Janice,Gibson,kristin95@example.net,Enterprise,Technology,AU,Paid Search,2025-12-28,False
CUST00240,Alexander,Sanford,williamsbrittany@example.com,Mid-Market,Technology,FR,Direct,2024-11-13,True
CUST00241,Sarah,Johnson,teresatrujillo@example.com,Mid-Market,Finance,DE,Event,2025-03-12,False
CUST00242,Albert,Palmer,barnettdillon@example.org,Enterprise,Finance,DE,Paid Search,2026-04-14,True
CUST00243,Jacob,Williams,william57@example.org,Mid-Market,Technology,US,Paid Search,2023-09-14,True
CUST00244,Jackie,Wallace,wbutler@example.org,Mid-Market,Manufacturing,AU,Organic Search,2024-10-25,True
CUST00245,Stephen,Dunlap,shieldsmaria@example.net,Enterprise,Healthcare,NL,Direct,2023-12-04,True
CUST00246,Erin,Sparks,longkristy@example.com,Enterprise,Retail,SE,Event,2025-09-12,True
CUST00247,Christopher,Bentley,dunnvalerie@example.org,Enterprise,Retail,FR,Direct,2024-09-18,True
CUST00248,Adrian,Flores,byu@example.com,SMB,Retail,US,Organic Search,2023-05-15,False
CUST00249,Mitchell,Ramirez,wileybill@example.net,Consumer,Retail,UK,Email Referral,2024-06-07,True
CUST00250,Tyler,Small,ghernandez@example.com,Consumer,Technology,UK,Paid Social,2025-08-13,True
CUST00251,Amanda,Carney,ramosdonald@example.com,Enterprise,Healthcare,CA,Direct,2023-11-23,True
CUST00252,Patricia,Williams,william23@example.org,SMB,Retail,CA,Email Referral,2025-01-04,True
CUST00253,Jerome,Johnson,kylewright@example.net,Consumer,Technology,UK,Event,2023-06-30,True
CUST00254,Brandon,Reid,rjones@example.com,Mid-Market,Retail,SE,Paid Search,2025-09-17,True
CUST00255,Chris,Gonzalez,matthewfrazier@example.com,Consumer,Retail,NL,Webinar,2023-10-27,True
CUST00256,Melinda,Smith,ftorres@example.net,Consumer,Finance,CA,Paid Social,2026-01-27,False
CUST00257,Teresa,Navarro,laurarangel@example.com,Consumer,Technology,UK,Event,2024-06-27,True
CUST00258,Scott,Morgan,bushmadison@example.org,Consumer,Technology,AU,Event,2025-12-16,True
CUST00259,Thomas,Miranda,evansnatalie@example.net,Enterprise,Manufacturing,AU,Webinar,2023-05-02,True
CUST00260,Rachel,Smith,keithkirk@example.net,SMB,Education,NL,Event,2024-04-04,False
CUST00261,Cameron,Price,whitneygarcia@example.net,Enterprise,Finance,CA,Paid Social,2023-07-23,True
CUST00262,Brandon,Williams,rothtyler@example.com,Mid-Market,Healthcare,SE,Paid Search,2024-08-10,False
CUST00263,Teresa,Henderson,burtonkenneth@example.com,SMB,Manufacturing,AU,Organic Search,2023-11-16,True
CUST00264,Frank,Townsend,barnettkrystal@example.org,Mid-Market,Retail,US,Direct,2025-06-16,False
CUST00265,Kristin,Cruz,melissa72@example.net,SMB,Technology,DE,Paid Social,2024-06-08,True
CUST00266,Nathan,Harris,megan15@example.com,SMB,Finance,AU,Organic Search,2023-05-24,True
